measurement_date	invoice_status	agency	aging_bucket	sum_of_trips	sum_of_dollars
2015-12-05	Hold-NEMHS	SS1	90-180	6	414
2016-01-01	Hold-NEMHS	PVT	90-180	597	40129.9
2015-11-23	Write off	LOG	180-365	119	2187.93
2015-12-17	Hold-NEMHS	MRC	90-180	4	329.85
2015-12-20	Hold-NEMHS	SR1	90-180	16	760
2016-01-08	Hold-NEMHS	LOG	180-365	903	19330.6
2015-11-23	Billed	LOG	0-30	7306	155964.91
2015-12-20	Hold-NEMHS	MP1	30-60	3	163
2015-12-21	Write off	MID	0-30	1	27.4
2015-11-25	Hold-NEMHS	MR4	90-180	9	488.8
2015-12-24	Hold-NEMHS	MP1	365+	4	900
2015-12-27	Hold-NEMHS	LR5	180-365	1	41
2015-12-29	Write off	SG2	60-90	2	82
2016-01-08	Hold-NEMHS	CDS	60-90	139	2977.95
2015-12-08	Hold-NEMHS	MRC	30-60	12	871.4
2015-12-31	Rebill	PVT	180-365	1	65
2015-12-25	Hold-NEMHS	CR5	365+	2	102
2015-12-12	F	LOG	60-90	3	279
2016-01-15	Hold-NEMHS	MR5	0-30	2	137.5
2016-01-15	Hold-NEMHS	PE1	180-365	2	210
2016-01-10	Hold-NEMHS	VA1	90-180	9	488.08
2016-01-11	Write off	MRC	365+	2	20
2015-11-24	Write off	MID	90-180	65	2399.01
2015-11-26	Hold-NEMHS	KE3	365+	7	783
2016-01-01	Hold-NEMHS	ND2	0-30	6	306
2015-11-27	Write off	SR3	90-180	10	642
2016-01-03	Manual Tracking	LE2	30-60	1	98.8
2015-11-24	Hold-NEMHS	TL1	60-90	3	580.28
2015-11-30	Hold-NEMHS	TL1	60-90	3	580.28
2015-12-09	Write off	TL1	365+	1	15.55
2016-01-06	Write off	SG2	90-180	2	82
2016-01-11	Hold-NEMHS	CDR	90-180	448	12532.5
2016-01-16	Hold-NEMHS	SE2	90-180	16	758
2016-01-01	Write off	FAC	365+	14	738
2016-01-10	Hold-NEMHS	SE2	90-180	16	758
2016-01-15	Hold-NEMHS	VE2	30-60	1	57
2015-11-23	Write off	BR7	30-60	6	318
2015-12-04	Hold-NEMHS	SG2	60-90	17	1497
2015-12-07	Hold-NEMHS	BR7	180-365	23	1097.8
2015-12-15	Hold-NEMHS	MP1	180-365	75	5359
2016-01-02	Hold-NEMHS	LOG	365+	6	56.25
2015-12-31	Hold-NEMHS	TL1	180-365	10	1376.08
2015-11-23	Write off	PVT	180-365	43	2394.35
2016-01-07	Write off	LOG	90-180	77	1628.23
2015-12-01	Hold-NEMHS	FAC	0-30	3	567
2016-01-12	Manual Tracking	MP1	180-365	20	1148
2016-01-12	Hold-NEMHS	ER2	365+	2	226
2016-01-15	Billed	MP1	365+	14	1638
2016-01-17	Billed	LOG	180-365	1	13
2015-12-11	Hold-NEMHS	MRC	90-180	4	329.85
2016-01-05	Write off	VA1	365+	1	15.55
2016-01-11	Hold-NEMHS	CDS	0-30	178	1824.55
2015-12-14	Hold-NEMHS	SR5	180-365	4	212
2015-12-19	Rebill	LOG	180-365	30	719.76
2015-12-13	Hold-NEMHS	LOG	0-30	830	1015.63
2015-12-06	F	LOG	60-90	4	372
2015-12-27	Hold-NEMHS	PB1	180-365	23	2335.2
2015-12-29	Write off	TL1	180-365	2	160.84
2015-12-10	Hold-NEMHS	MP1	0-30	62	3818.75
2015-12-06	Hold-NEMHS	ND2	180-365	19	1315
2015-12-25	Hold-NEMHS	SG2	60-90	2	234
2015-11-24	Hold-NEMHS	FAC	180-365	1	65
2015-12-21	Hold-NEMHS	KE3	30-60	6	525.6
2015-12-24	Hold-NEMHS	PB1	0-30	8	428.5
2015-12-27	Hold-NEMHS	KE3	30-60	6	525.6
2015-11-25	Hold-NEMHS	CDR	60-90	487	11784.5
2015-12-23	Hold-NEMHS	KE3	365+	7	783
2015-12-03	Hold-NEMHS	PB1	0-30	20	1794
2015-12-04	Hold-NEMHS	TL1	180-365	12	2124.26
2015-11-27	Hold-NEMHS	PB1	0-30	21	1699.5
2015-11-28	Hold-NEMHS	TL1	180-365	11	2008.42
2015-11-23	Write off	PVT	60-90	3	311
2015-12-20	Hold-NEMHS	BR7	365+	2	114
2015-12-28	Hold-NEMHS	HE6	180-365	2	210
2015-12-22	Hold-NEMHS	HE6	180-365	2	210
2016-01-14	Hold-NEMHS	KE3	60-90	3	323
2016-01-15	Write off	PVT	0-30	21	1753
2015-12-17	Billed	WC1	30-60	1	57
2015-12-21	Hold-NEMHS	MR4	180-365	13	833
2015-12-02	Write off	TL1	180-365	2	160.84
2015-12-08	Write off	TL1	180-365	2	160.84
2015-12-30	Hold-NEMHS	MP1	60-90	3	171
2016-01-02	Hold-NEMHS	MR4	180-365	13	833
2015-12-27	Hold-NEMHS	MR4	180-365	13	833
2016-01-14	Hold-NEMHS	MR5	180-365	16	1464
2015-12-02	Billed	VA1	180-365	1	83.5
2015-12-05	Hold-NEMHS	MRC	90-180	4	329.85
2016-01-04	Billed	LOG	90-180	1613	33715.76
2016-01-16	Hold-NEMHS	LOG	0-30	31	652.31
2015-12-11	Hold-NEMHS	SR3	60-90	18	1178
2015-12-15	Hold-NEMHS	PR1	365+	1	61
2015-12-04	Hold-NEMHS	ND2	180-365	19	1315
2016-01-03	Hold-NEMHS	MR4	180-365	13	833
2015-11-25	Hold-NEMHS	MP1	180-365	46	3282
2015-12-18	Write off	SR3	180-365	14	902
2015-12-10	Billed	VA1	180-365	1	83.5
2016-01-11	Hold-NEMHS	HE6	30-60	5	456
2015-12-07	Hold-NEMHS	RR6	180-365	1	85
2015-12-06	Hold-NEMHS	PR1	180-365	5	365
2015-12-03	Hold-NEMHS	SR3	60-90	16	944
2015-12-18	Write off	PVT	365+	89	4478.95
2016-01-08	Hold-NEMHS	PR1	180-365	1	137
2015-12-22	Hold-NEMHS	LOG	0-30	42	1012.99
2016-01-03	Hold-NEMHS	HE6	30-60	7	642
2015-11-24	Manual Tracking	LOG	0-30	86	931.17
2016-01-06	Hold-NEMHS	SR1	90-180	6	342
2015-12-31	Hold-NEMHS	PR1	180-365	5	365
2015-12-13	Hold-NEMHS	SE2	90-180	20	1108
2015-12-20	Hold-NEMHS	LE2	90-180	1	11.85
2015-12-21	Hold-NEMHS	SE2	90-180	14	758
2015-12-22	Hold-NEMHS	CDS	90-180	65	1388.85
2016-01-05	Hold-NEMHS	SR3	180-365	20	1196
2015-12-14	Hold-NEMHS	TL1	0-30	2	65.24
2016-01-12	Write off	SR3	365+	3	163
2015-12-29	Hold-NEMHS	SY4	90-180	10	570
2015-12-29	Billed	LOG	60-90	118	3467.87
2016-01-16	Hold-NEMHS	TL1	0-30	3	143.24
2015-12-26	Manual Tracking	MP1	90-180	6	390
2015-12-12	Manual Tracking	MP1	60-90	2	106
2015-11-28	Hold-NEMHS	PR1	180-365	5	365
2016-01-15	Hold-NEMHS	MP1	90-180	20	1612
2015-12-17	Hold-NEMHS	TL1	180-365	12	2073.66
2015-12-19	Write off	BR7	60-90	6	318
2015-12-10	Hold-NEMHS	KE3	365+	7	783
2016-01-04	Manual Tracking	LOG	0-30	69	946.3
2016-01-06	Hold-NEMHS	SY4	90-180	12	684
2016-01-07	Hold-NEMHS	KE3	60-90	1	153
2016-01-11	Hold-NEMHS	MR4	180-365	13	833
2015-12-14	Hold-NEMHS	CDS	90-180	43	820.5
2016-01-13	Hold-NEMHS	SR3	180-365	13	765
2015-12-13	Hold-NEMHS	LOG	365+	5	43.25
2015-12-04	Manual Tracking	MP1	60-90	3	179
2015-12-29	Write off	LOG	0-30	1	38.1
2016-01-07	Write off	SG2	90-180	2	82
2016-01-08	Hold-NEMHS	MID	30-60	3	189.39
2015-11-24	Hold-NEMHS	WS3	90-180	1	353
2015-11-24	Hold-NEMHS	TL1	90-180	32	5179.34
2015-11-25	Hold-NEMHS	HE6	0-30	5	399
2015-12-09	Hold-NEMHS	MID	180-365	4	87.67
2015-12-31	Hold-NEMHS	MID	30-60	1	137
2015-11-28	Hold-NEMHS	TG2	180-365	1	41
2016-01-17	Hold-NEMHS	BR7	30-60	2	98
2015-12-13	Hold-NEMHS	LR5	180-365	1	41
2015-12-06	Hold-NEMHS	TG2	180-365	1	41
2016-01-16	Hold-NEMHS	CDR	90-180	442	13893
2016-01-02	Hold-NEMHS	BR3	90-180	12	1056
2016-01-14	Write off	TL1	365+	1	15.55
2015-12-20	Manual Tracking	LE2	30-60	1	98.8
2016-01-09	Hold-NEMHS	ND2	0-30	4	188
2016-01-15	Hold-NEMHS	SR3	90-180	14	718
2016-01-10	Hold-NEMHS	BR3	90-180	4	300
2016-01-17	Write off	MRC	365+	2	20
2016-01-05	Hold-NEMHS	LOG	30-60	64	1308.81
2015-12-27	Manual Tracking	PN1	30-60	1	25.67
2015-12-29	Hold-NEMHS	SR1	90-180	6	342
2015-12-21	Hold-NEMHS	SR3	90-180	6	342
2015-12-07	Manual Tracking	PVT	180-365	3	105.25
2015-12-16	Hold-NEMHS	MP1	365+	6	998
2015-12-10	Write off	PVT	365+	81	4080.4
2015-12-10	Hold-NEMHS	MP1	365+	6	998
2015-11-29	Hold-NEMHS	RR6	180-365	1	85
2015-12-04	Hold-NEMHS	BR7	180-365	19	972.4
2015-12-13	Hold-NEMHS	ND2	0-30	19	784.5
2015-12-15	Write off	MRC	365+	2	20
2016-01-15	Hold-NEMHS	SE2	90-180	16	758
2015-12-19	Manual Tracking	PN1	30-60	1	25.67
2015-12-02	Hold-NEMHS	MP1	365+	5	921
2015-12-12	Hold-NEMHS	BR7	180-365	19	901.8
2015-12-08	Hold-NEMHS	TL1	90-180	24	4193.06
2015-12-27	Manual Tracking	MID	0-30	1	0
2016-01-08	Hold-NEMHS	PB1	0-30	16	550.5
2015-11-23	Hold-NEMHS	BR7	180-365	19	972.4
2015-12-21	Hold-NEMHS	ND2	0-30	16	726
2015-12-30	Write off	PVT	180-365	74	6026
2015-12-13	Hold-NEMHS	PB1	180-365	73	6109.2
2015-12-18	Hold-NEMHS	ML6	180-365	1	109
2015-12-21	Manual Tracking	PVT	180-365	8	334.25
2015-12-09	Hold-NEMHS	HE6	0-30	7	664
2015-12-13	Hold-NEMHS	ER2	180-365	2	226
2015-12-06	Hold-NEMHS	PB1	180-365	73	6109.2
2015-12-19	Hold-NEMHS	LR5	180-365	1	41
2015-11-30	Hold-NEMHS	NB1	0-30	4	564
2016-01-08	Manual Tracking	MP1	60-90	1	73
2015-12-23	Write off	TL1	365+	1	15.55
2015-12-23	Billed	LOG	60-90	121	3365.15
2015-12-28	Hold-NEMHS	CDS	90-180	79	1717.55
2016-01-03	Hold-NEMHS	SS1	180-365	23	1595
2015-11-24	Hold-NEMHS	MRC	30-60	4	440
2015-12-23	Write off	PVT	30-60	1	57
2015-12-29	Write off	SR3	365+	3	163
2015-11-27	Hold-NEMHS	SR1	30-60	28	1180
2016-01-10	Hold-NEMHS	TL1	0-30	7	930.44
2015-11-25	Hold-NEMHS	MP1	365+	1	57
2015-12-24	Hold-NEMHS	WC1	90-180	16	1025.2
2015-12-04	Hold-NEMHS	FA1	180-365	1	61
2015-12-25	Write off	BR7	60-90	6	318
2015-12-25	Hold-NEMHS	LOG	180-365	869	18863.18
2015-12-31	Hold-NEMHS	LOG	180-365	882	19099.47
2015-12-02	Hold-NEMHS	WC1	90-180	8	509.2
2015-12-09	Hold-NEMHS	PR1	365+	1	61
2016-01-13	Manual Tracking	LOG	365+	1	0
2015-12-25	Billed	WC1	30-60	1	57
2015-12-26	Manual Tracking	LOG	180-365	136	2982.38
2016-01-08	Rebill	LOG	180-365	27	640.46
2015-11-28	Hold-NEMHS	ND2	180-365	19	1315
2016-01-03	Hold-NEMHS	CDS	0-30	161	3142.6
2016-01-14	Write off	SR3	180-365	14	902
2015-12-19	Hold-NEMHS	PB1	180-365	24	2420.2
2015-12-20	Hold-NEMHS	MR4	180-365	13	833
2015-12-01	Hold-NEMHS	MP1	180-365	50	3846
2016-01-13	Hold-NEMHS	FAC	0-30	1	141
2015-12-12	Hold-NEMHS	ML6	180-365	1	109
2015-11-26	Manual Tracking	LOG	90-180	285	5655.64
2015-12-07	Write off	MID	0-30	4	192.64
2015-12-08	Hold-NEMHS	SR3	30-60	26	1546
2015-12-19	Hold-NEMHS	ER2	180-365	2	226
2015-12-28	Hold-NEMHS	BR3	30-60	2	122
2015-11-24	Hold-NEMHS	NB1	0-30	4	564
2015-11-25	Hold-NEMHS	MRC	60-90	1	101
2016-01-02	Hold-NEMHS	LOG	0-30	543	7024.08
2015-12-25	Hold-NEMHS	SR3	60-90	34	2162
2015-12-25	Hold-NEMHS	PR1	180-365	5	365
2015-11-27	Write off	LOG	90-180	6	74.25
2015-12-17	Hold-NEMHS	SG2	60-90	8	550
2015-12-02	Write off	SR3	365+	3	163
2015-12-08	Write off	SR3	365+	3	163
2015-12-11	Hold-NEMHS	SG2	60-90	14	1124
2016-01-06	Hold-NEMHS	WC1	60-90	2	154
2015-12-08	Write off	SE2	365+	2	98
2016-01-12	Hold-NEMHS	WC1	60-90	4	268
2015-12-24	Hold-NEMHS	MID	180-365	4	87.67
2016-01-02	Hold-NEMHS	VA1	90-180	10	529.08
2015-12-11	F	LOG	90-180	3	216.4
2015-12-26	F	LOG	60-90	2	162
2015-12-26	Billed	MP1	60-90	19	995
2015-12-27	Write off	MID	30-60	4	192.64
2015-11-24	Hold-NEMHS	SK2	180-365	2	266
2015-12-04	Hold-NEMHS	MRC	90-180	4	329.85
2015-12-12	Hold-NEMHS	CDR	0-30	866	24720.25
2015-11-30	Hold-NEMHS	SK2	180-365	2	266
2016-01-16	Hold-NEMHS	QR1	0-30	10	1526
2016-01-10	Hold-NEMHS	QR1	0-30	6	0
2015-11-24	Billed	TL1	180-365	3	408.24
2015-12-15	Manual Tracking	LOG	60-90	60	683.45
2015-12-01	Write off	PVT	60-90	2	258
2016-01-02	F	LOG	90-180	6	495.4
2015-12-08	Hold-NEMHS	WS3	90-180	1	353
2015-12-03	Hold-NEMHS	TL1	180-365	12	2124.26
2016-01-08	Hold-NEMHS	ML6	180-365	1	109
2015-12-22	Write off	PVT	30-60	1	57
2015-12-19	Hold-NEMHS	NB1	30-60	4	532
2015-12-01	Hold-NEMHS	BR3	30-60	6	598
2015-12-06	Hold-NEMHS	ML6	180-365	1	109
2016-01-02	Hold-NEMHS	CDR	90-180	563	13715
2015-12-04	Hold-NEMHS	TG2	180-365	1	41
2015-11-30	Hold-NEMHS	WS3	90-180	1	353
2015-12-02	Manual Tracking	LOG	90-180	275	5253.41
2015-12-02	Write off	LOG	0-30	2	36.5
2015-12-05	Hold-NEMHS	ND2	180-365	19	1315
2015-12-01	Write off	LOG	365+	4	131.5
2015-12-06	F	LOG	90-180	6	406.84
2016-01-01	Hold-NEMHS	VA1	90-180	10	529.08
2015-11-29	Hold-NEMHS	MRC	30-60	10	774.55
2016-01-10	Hold-NEMHS	CDR	90-180	448	12532.5
2016-01-17	Hold-NEMHS	SR1	90-180	6	342
2015-12-16	Write off	MP1	180-365	2	102
2015-12-07	Hold-NEMHS	MRC	30-60	12	871.4
2016-01-12	Write off	TL1	180-365	2	160.84
2016-01-09	Hold-NEMHS	VA1	90-180	10	529.08
2015-11-27	Hold-NEMHS	ND2	180-365	19	1315
2016-01-14	Write off	FAC	365+	14	738
2016-01-17	Hold-NEMHS	FE4	180-365	3	299
2016-01-04	Hold-NEMHS	SY4	90-180	12	684
2015-12-28	Hold-NEMHS	SS1	180-365	19	1299
2015-12-30	Hold-NEMHS	SR3	180-365	20	1196
2016-01-14	Hold-NEMHS	SE2	60-90	2	90
2015-12-16	Write off	LOG	90-180	95	2018.46
2015-12-15	Hold-NEMHS	SR3	30-60	19	1098.5
2016-01-12	Hold-NEMHS	ND2	365+	2	90
2016-01-12	Billed	LOG	60-90	47	1547.08
2015-12-23	Hold-NEMHS	MID	180-365	4	87.67
2016-01-01	Write off	MID	30-60	4	192.64
2015-12-11	Hold-NEMHS	LOG	180-365	1502	32871.55
2015-12-24	Hold-NEMHS	KE3	365+	7	783
2015-11-30	Hold-NEMHS	CDS	90-180	16	374
2016-01-10	Billed	LOG	30-60	47	1110.64
2015-12-04	Write off	FAC	365+	14	738
2016-01-04	Hold-NEMHS	MRC	180-365	24	1569.7
2015-12-08	Hold-NEMHS	CDS	90-180	31	629
2015-12-01	Hold-NEMHS	PR1	365+	1	61
2016-01-02	Billed	LOG	30-60	836	16799.71
2016-01-17	Hold-NEMHS	QR1	0-30	12	1526
2016-01-17	Hold-NEMHS	MR4	180-365	10	678
2015-12-13	Manual Tracking	LE2	30-60	1	0
2015-12-28	Hold-NEMHS	BR7	0-30	4	198.5
2016-01-14	Hold-NEMHS	WC1	180-365	6	304.2
2016-01-16	Hold-NEMHS	ND2	0-30	3	147
2015-12-20	Hold-NEMHS	LOG	0-30	403	593.06
2015-12-21	Billed	MP1	180-365	37	2865
2015-12-27	Hold-NEMHS	ND2	0-30	10	480
2016-01-01	Hold-NEMHS	SE2	90-180	16	758
2016-01-17	Hold-NEMHS	HE6	30-60	4	467
2015-11-26	Write off	LOG	90-180	6	74.25
2016-01-02	Hold-NEMHS	TL1	0-30	8	0
2015-12-28	Hold-NEMHS	LOG	0-30	268	1072.6
2016-01-14	Write off	PVT	365+	111	6937.79
2015-11-25	Hold-NEMHS	BR3	180-365	10	738.9
2015-12-19	Hold-NEMHS	SE2	90-180	18	1010
2015-12-08	Hold-NEMHS	ER2	180-365	2	226
2015-11-27	Hold-NEMHS	WC1	90-180	8	509.2
2015-11-23	Manual Tracking	PVT	180-365	3	105.25
2015-11-23	Write off	MRC	365+	2	20
2015-11-26	Write off	MP1	180-365	1	45
2015-11-30	Hold-NEMHS	ND2	90-180	14	682
2015-12-25	Manual Tracking	MP1	60-90	3	179
2015-12-17	Manual Tracking	KE3	60-90	1	69
2015-12-21	Hold-NEMHS	WS3	60-90	1	57
2015-12-27	Hold-NEMHS	WS3	60-90	1	57
2015-11-27	Hold-NEMHS	SY4	30-60	17	921
2015-12-19	Hold-NEMHS	WS3	60-90	1	57
2016-01-11	Hold-NEMHS	SY4	90-180	14	798
2015-12-23	Manual Tracking	PVT	0-30	2	0
2016-01-09	Hold-NEMHS	SE2	90-180	16	758
2016-01-17	Hold-NEMHS	SY4	90-180	14	798
2015-11-26	Hold-NEMHS	MP1	365+	8	1072
2016-01-05	Billed	LOG	60-90	81	2500.81
2016-01-07	Write off	LOG	60-90	2	36.5
2015-12-08	Hold-NEMHS	ND2	90-180	14	682
2015-12-01	Write off	MRC	365+	2	20
2015-11-23	Hold-NEMHS	MR4	30-60	8	238.8
2015-12-19	Manual Tracking	LE2	30-60	1	98.8
2015-12-22	Hold-NEMHS	BR7	0-30	2	103.5
2015-12-22	Hold-NEMHS	MR4	180-365	13	833
2016-01-15	Hold-NEMHS	MR5	180-365	16	1464
2015-11-30	Hold-NEMHS	TL1	90-180	32	5179.34
2015-12-01	Hold-NEMHS	HE6	0-30	5	399
2016-01-12	Hold-NEMHS	SS1	365+	2	130
2015-12-16	Hold-NEMHS	WC1	90-180	8	509.2
2015-12-26	Hold-NEMHS	SE2	90-180	14	758
2015-12-17	Hold-NEMHS	ND2	180-365	19	1315
2015-12-26	Hold-NEMHS	ML6	180-365	1	109
2015-12-27	Hold-NEMHS	TL1	0-30	9	65.24
2015-12-10	Hold-NEMHS	SK2	0-30	4	204
2015-12-31	Hold-NEMHS	PB1	0-30	10	428.5
2015-11-24	Hold-NEMHS	ER2	180-365	2	226
2015-11-25	Hold-NEMHS	SR3	30-60	38	2414
2016-01-15	Hold-NEMHS	BR3	90-180	6	510
2015-11-25	Hold-NEMHS	BR7	90-180	4	125.4
2015-12-21	Hold-NEMHS	ER2	180-365	2	226
2015-12-09	Hold-NEMHS	MP1	365+	6	998
2015-12-27	Hold-NEMHS	ER2	180-365	2	226
2015-12-17	Manual Tracking	PVT	90-180	9	431.25
2015-12-17	Hold-NEMHS	LOG	180-365	851	18478.44
2015-12-18	Manual Tracking	PVT	30-60	1	45
2016-01-02	Write off	BR7	60-90	8	424
2015-12-12	Manual Tracking	PVT	30-60	1	0
2015-12-12	Hold-NEMHS	HL1	90-180	1	57
2015-12-18	Billed	WC1	30-60	1	57
2016-01-08	Write off	BR7	60-90	6	318
2015-12-20	Hold-NEMHS	CDS	90-180	57	1172.6
2016-01-11	Hold-NEMHS	SS1	180-365	21	1465
2015-12-06	Manual Tracking	MP1	90-180	1	73
2016-01-13	Hold-NEMHS	KE3	60-90	3	323
2015-11-28	Manual Tracking	MP1	60-90	2	146
2016-01-10	Manual Tracking	MID	0-30	1	67.19
2016-01-17	Hold-NEMHS	SS1	180-365	21	1465
2015-12-17	Hold-NEMHS	SR3	60-90	24	1568
2015-11-26	Billed	VA1	180-365	1	83.5
2015-12-15	Write off	PVT	60-90	2	194
2015-12-28	Hold-NEMHS	MR4	180-365	13	833
2015-12-31	Write off	FAC	365+	14	738
2015-11-29	Hold-NEMHS	MR4	30-60	2	90
2016-01-10	Hold-NEMHS	LOG	0-30	1870	1029.89
2015-12-10	Hold-NEMHS	WC1	90-180	8	509.2
2015-12-22	Hold-NEMHS	KE3	30-60	6	525.6
2016-01-14	Hold-NEMHS	SR3	365+	1	49
2015-12-15	Hold-NEMHS	MRC	60-90	2	94
2016-01-13	Write off	PVT	180-365	125	10319.65
2016-01-01	Hold-NEMHS	ML6	180-365	1	109
2016-01-08	Hold-NEMHS	MRC	90-180	4	329.85
2016-01-03	Hold-NEMHS	FE4	180-365	5	485
2016-01-16	Hold-NEMHS	CDS	0-30	204	3881.2
2015-12-16	Hold-NEMHS	SK2	0-30	4	204
2015-12-20	Hold-NEMHS	BR3	30-60	4	388
2015-12-25	Hold-NEMHS	PB1	0-30	10	428.5
2016-01-01	Hold-NEMHS	PB1	180-365	13	1757
2016-01-17	Write off	PVT	60-90	7	415
2015-11-24	Billed	LOG	0-30	7701	163659.34
2015-12-17	Hold-NEMHS	PR1	180-365	5	365
2015-12-20	Hold-NEMHS	WS3	0-30	2	562.5
2015-12-10	Hold-NEMHS	MID	180-365	4	87.67
2015-12-19	F	LOG	90-180	4	309.4
2015-12-19	Hold-NEMHS	VA1	90-180	6	361.08
2015-12-01	Manual Tracking	LOG	60-90	265	5115.15
2015-12-05	Hold-NEMHS	PR1	180-365	5	365
2015-12-11	Hold-NEMHS	PR1	180-365	5	365
2015-12-13	Hold-NEMHS	VA1	90-180	6	361.08
2015-12-16	Hold-NEMHS	MID	180-365	4	87.67
2016-01-03	F	LOG	60-90	1	69
2015-12-06	Hold-NEMHS	MRC	90-180	4	329.85
2015-12-03	Hold-NEMHS	SG2	60-90	18	1542
2015-12-12	Hold-NEMHS	MRC	90-180	4	329.85
2015-11-27	Hold-NEMHS	SG2	60-90	16	1308
2015-11-24	Write off	SE2	365+	2	98
2015-12-21	Hold-NEMHS	NB1	30-60	4	532
2015-12-23	Hold-NEMHS	KE3	180-365	33	3209
2015-12-08	Hold-NEMHS	MP1	180-365	60	4508
2015-11-24	Hold-NEMHS	BR3	60-90	28	2540
2015-12-07	Hold-NEMHS	SG2	60-90	21	1579
2015-12-15	Hold-NEMHS	PB1	0-30	8	702
2015-12-23	Billed	LOG	180-365	247	4740.29
2016-01-13	Hold-NEMHS	MRC	90-180	6	423.85
2015-12-23	Hold-NEMHS	PB1	0-30	10	662.5
2015-11-25	Hold-NEMHS	MR4	180-365	26	1315.8
2016-01-05	Hold-NEMHS	MRC	90-180	4	329.85
2015-12-15	Hold-NEMHS	MP1	90-180	20	1732
2015-12-28	Write off	VA1	365+	1	15.55
2016-01-03	Hold-NEMHS	BR3	180-365	11	839.9
2016-01-17	Hold-NEMHS	ER2	365+	2	226
2015-12-03	Billed	LOG	60-90	94	2497.61
2016-01-10	Hold-NEMHS	WC1	0-30	4	154
2015-12-23	Hold-NEMHS	SY4	60-90	6	342
2015-12-11	Billed	LOG	60-90	1769	40414.94
2015-12-20	Write off	MID	0-30	3	130.64
2016-01-04	Hold-NEMHS	CDR	30-60	843	25625.75
2015-12-12	Hold-NEMHS	MR5	180-365	19	1687
2015-12-04	Hold-NEMHS	MR5	180-365	19	1687
2016-01-02	Hold-NEMHS	WC1	0-30	7	447.25
2015-12-29	Rebill	LOG	365+	7	181.03
2015-12-19	Hold-NEMHS	BR3	60-90	4	388
2015-12-07	Hold-NEMHS	HE6	180-365	2	210
2015-12-23	Hold-NEMHS	MP1	90-180	19	1675
2015-12-26	Write off	SG2	60-90	2	82
2015-11-27	Hold-NEMHS	PN1	365+	1	42.2
2016-01-16	Hold-NEMHS	SR3	30-60	43	2703
2015-12-23	Hold-NEMHS	ND2	180-365	19	1315
2015-12-15	Write off	LOG	90-180	95	2018.46
2015-12-27	Hold-NEMHS	BR3	60-90	8	776
2016-01-03	Write off	SG2	60-90	2	82
2016-01-07	Hold-NEMHS	TL1	180-365	10	1376.08
2016-01-12	Hold-NEMHS	KE3	60-90	3	323
2016-01-13	Hold-NEMHS	FE4	365+	2	186
2015-12-24	Hold-NEMHS	FE4	0-30	2	194
2015-12-26	Hold-NEMHS	LOG	30-60	62	1275.28
2015-11-27	Hold-NEMHS	PB1	30-60	17	1225
2015-12-16	Write off	BR7	30-60	4	212
2015-11-25	Hold-NEMHS	SR5	180-365	4	212
2015-12-05	Hold-NEMHS	PN1	365+	1	42.2
2016-01-05	Hold-NEMHS	FE4	365+	2	186
2016-01-06	Hold-NEMHS	SS1	90-180	2	138
2015-12-01	Manual Tracking	MP1	30-60	1	73
2015-12-18	Hold-NEMHS	LOG	30-60	51	1186.29
2015-12-13	Billed	LOG	365+	34	228
2016-01-04	Hold-NEMHS	LOG	90-180	684	14531.49
2016-01-11	Manual Tracking	MID	0-30	1	67.19
2015-12-30	Manual Tracking	MP1	60-90	3	179
2016-01-01	Hold-NEMHS	MID	60-90	1	53
2015-12-29	Hold-NEMHS	SS1	90-180	4	276
2015-12-31	Rebill	LOG	180-365	29	673.96
2015-12-22	Write off	TL1	365+	1	15.55
2016-01-15	Billed	PVT	365+	1	41
2015-12-16	Hold-NEMHS	FE4	0-30	2	194
2015-12-23	Rebill	LOG	180-365	29	673.96
2015-11-30	Manual Tracking	LOG	365+	3	34.5
2015-12-05	Billed	LOG	365+	33	180.5
2015-12-14	Hold-NEMHS	SR3	30-60	23	1366.5
2016-01-12	Hold-NEMHS	CDR	30-60	875	26466.5
2016-01-12	Hold-NEMHS	LOG	90-180	265	5614.24
2016-01-16	Hold-NEMHS	SS4	180-365	1	109
2015-12-18	Hold-NEMHS	SS1	30-60	4	146
2016-01-09	Hold-NEMHS	MID	60-90	1	53
2015-12-22	Hold-NEMHS	SR3	30-60	17	993
2015-12-10	F	LOG	60-90	3	279
2015-12-14	Hold-NEMHS	MP1	60-90	2	226
2015-12-26	Hold-NEMHS	SS1	30-60	8	316
2016-01-09	Write off	PVT	90-180	9	765.7
2016-01-14	Hold-NEMHS	MID	365+	1	25.67
2015-12-07	Write off	PVT	90-180	6	557.55
2015-12-23	Billed	TL1	180-365	1	257.52
2015-12-22	Hold-NEMHS	MP1	60-90	1	65
2015-11-25	Hold-NEMHS	PVT	60-90	214	15610.4
2015-12-08	Hold-NEMHS	TL1	0-30	1	65.24
2015-12-15	Billed	TL1	180-365	1	257.52
2015-12-23	Manual Tracking	PVT	90-180	3	183
2016-01-04	Hold-NEMHS	KE3	60-90	2	49.6
2015-11-30	Hold-NEMHS	TL1	0-30	2	150.72
2015-11-25	Rebill	LOG	90-180	11	286.74
2015-12-09	Hold-NEMHS	SR5	180-365	4	212
2015-12-09	Rebill	LOG	180-365	30	719.76
2015-12-14	Manual Tracking	LOG	365+	34	788.53
2015-12-14	Write off	MID	90-180	65	2399.01
2016-01-10	Write off	TL1	365+	1	15.55
